# AGN_ID, AGN_RA, AGN_DEC, AGN_ABMAG, AGN_SED, AGN_RedShift, AGN_CatSim_ID, AGN_Twinkles_ID, AGN_IMG_NUM, AGN_SRC_y1, AGN_SRC_y2, AGN_IMG_MAG
7323228532764 53.0651353 -27.4797751 21.5242921 agnSED/agn.spec.gz 0.61 7151590364 91 0 0.01522251 0.13354 4.6243
7911066005532 53.1364801 -27.5111054 23.4789865 agnSED/agn.spec.gz 1.18 7725650396 99 0 0.04286176 0.07066121 4.7942
9284618874908 53.1588286 -27.6159179 22.8992638 agnSED/agn.spec.gz 0.86 9067010620 155 0 -0.3438527 0.4422595 0.5542
9343048839196 52.7937229 -27.4787565 22.2314832 agnSED/agn.spec.gz 1.04 9124071132 283 0 -0.2047165 0.4396372 1.2573
10375599972380 53.1355905 -27.1720103 23.4615141 agnSED/agn.spec.gz 2.47 10132421848 462 0 -0.1940933 0.1828447 0.9496
10732892721180 53.3095412 -27.5705119 23.4826973 agnSED/agn.spec.gz 1.63 10481340548 137 0 0.1626307 -0.02981127 2.2904
11289805434908 53.2022062 -27.4866718 23.5628981 agnSED/agn.spec.gz 0.86 11025200620 155 0 -0.3438527 0.4422595 0.5542
11399077867548 53.0425478 -27.3549498 23.2978471 agnSED/agn.spec.gz 3.26 11131911980 495 0 0.05304113 -0.06821052 3.5772
12729785565212 52.9252951 -27.5212805 23.1622147 agnSED/agn.spec.gz 1.15 12431431216 304 0 -0.2263928 0.1413947 0.5643
13159835463708 53.2124703 -27.3367656 21.8113983 agnSED/agn.spec.gz 1.92 12851401820 455 0 -0.07850268 0.1162198 3.1993
13205637955612 52.7950123 -27.2506158 21.6285586 agnSED/agn.spec.gz 1.44 12896130816 204 0 -0.3406131 -0.09385831 7.7489
13214803370012 53.02945 -27.5051659 20.9656159 agnSED/agn.spec.gz 1.84 12905081416 354 0 0.07111239 -0.1457229 5.6921
13740514000924 52.7482408 -27.2624587 22.8123368 agnSED/agn.spec.gz 0.74 13418470704 176 0 -0.1891577 0.4120655 2.0094
14512602247196 53.1660325 -27.1960132 22.1796341 agnSED/agn.spec.gz 2.06 14172463132 783 0 -0.2563278 -0.03509276 1.524
15328051519516 52.8864965 -27.6640706 22.014533 agnSED/agn.spec.gz 1.97 14968800312 78 0 -0.568042 -0.207322 2.8053
15513426296860 52.9117146 -27.265693 21.6669281 agnSED/agn.spec.gz 1.18 15149830368 92 0 -0.08551767 -0.2068814 2.9816
15629179510812 52.786899 -27.6348829 21.4465157 agnSED/agn.spec.gz 1.07 15262870616 154 0 -0.2145461 0.003565001 1.8586
15649466429468 53.25937 -27.3407359 22.8460333 agnSED/agn.spec.gz 1.44 15282682060 515 0 0.201569 -0.1457025 3.658
16800471343132 52.7808836 -27.4346371 22.2940175 agnSED/agn.spec.gz 0.66 16406710296 74 0 -0.08283626 0.07281931 7.1114
18375711395868 53.1097819 -27.5598711 21.1179559 agnSED/agn.spec.gz 1.34 17945030660 165 0 0.2675933 -0.4132732 5.4817
18375732842524 52.7998809 -27.5616703 22.1813433 agnSED/agn.spec.gz 1.57 17945051604 401 0 -0.1260531 0.05670582 0.6025
19624450109468 52.8231637 -27.2808257 23.6754754 agnSED/agn.spec.gz 1.44 19164502060 515 0 0.201569 -0.1457025 3.658
19946035519516 53.2418519 -27.2262327 22.2121083 agnSED/agn.spec.gz 1.97 19478550312 78 0 -0.568042 -0.207322 2.8053
20034993156124 53.1669477 -27.7040227 23.0913661 agnSED/agn.spec.gz 2.41 19565423004 751 0 0.02652373 0.04749943 2.2168
21586831884316 52.748133 -27.2627354 23.4456196 agnSED/agn.spec.gz 0.62 21080890512 128 0 0.3773131 0.7968826 1.8079
21686651007004 53.1730852 -27.6695706 22.6437719 agnSED/agn.spec.gz 0.62 21178370124 31 0 0.1955053 -0.3261197 2.4912
21758535790620 52.9198149 -27.4274938 20.9295595 agnSED/agn.spec.gz 1.54 21248570108 27 0 0.2528954 0.2118073 1.2414
22156258639900 53.1460122 -27.2192781 23.2384038 agnSED/agn.spec.gz 1.57 21636971328 332 0 -0.1781221 0.0562699 1.9434
22832322617372 52.9596881 -27.6572985 18.5882669 agnSED/agn.spec.gz 1.33 22297190056 14 0 -0.3615229 0.2707394 2.1099
23078698098716 53.0247248 -27.6721281 20.9672675 agnSED/agn.spec.gz 1.59 22537791112 278 0 -0.1997644 0.3451475 1.5476
23265218875420 52.7495784 -27.3058894 20.5085828 agnSED/agn.spec.gz 1.52 22719940308 77 0 -0.2000039 0.1509752 2.0615
23333130735644 52.7329208 -27.5509202 21.4727172 agnSED/agn.spec.gz 3.73 22786260484 121 0 0.1865332 0.06880361 1.7151
23753135505436 52.977583 -27.628391 18.8114044 agnSED/agn.spec.gz 1.87 23196421392 348 0 0.2585587 0.1088733 2.601
24537958580252 52.7100535 -27.4027876 20.3820432 agnSED/agn.spec.gz 0.8 23962850176 44 0 0.1360348 0.1511361 2.7567
25132237119516 53.2581411 -27.2386339 22.3114381 agnSED/agn.spec.gz 1.97 24543200312 78 0 -0.568042 -0.207322 2.8053
25553121636380 53.0851346 -27.1483034 21.258689 agnSED/agn.spec.gz 0.82 24954220348 87 0 -0.1229926 -0.3353414 2.3834
25751247556636 53.3081794 -27.322195 23.9447598 agnSED/agn.spec.gz 2.06 25147702692 673 0 -0.1323715 0.0682614 1.5442
25753336651804 53.0164079 -27.2841411 23.3486084 agnSED/agn.spec.gz 2.71 25149742824 706 0 -0.06513589 -0.000368558 2.8435
26111785263132 53.1729911 -27.5814134 21.6442809 agnSED/agn.spec.gz 0.66 25499790296 74 0 -0.08283626 0.07281931 7.1114
26652744515612 53.0652662 -27.5867107 22.2252564 agnSED/agn.spec.gz 1.44 26028070816 204 0 -0.3406131 -0.09385831 7.7489
27245824720924 53.240325 -27.6069276 22.7069142 agnSED/agn.spec.gz 0.74 26607250704 176 0 -0.1891577 0.4120655 2.0094
27246421110812 52.933156 -27.7031271 21.6353592 agnSED/agn.spec.gz 2.62 26607833116 779 0 -0.07108588 0.0814862 2.1201
27307101425692 53.0571477 -27.3511869 20.9249928 agnSED/agn.spec.gz 2.62 26667091236 309 0 0.2683057 0.5184978 2.6964
28184117391388 52.828717 -27.3332627 21.5932806 agnSED/agn.spec.gz 1.51 27523552140 535 0 -0.1731221 -0.1158415 5.135
28292977983516 52.7223533 -27.3847859 24.1727649 agnSED/agn.spec.gz 1.57 27629861312 328 0 0.05647699 -0.2179943 3.0161
28355155324956 52.9365093 -27.405485 22.5530316 agnSED/agn.spec.gz 1.97 27690581372 343 0 -0.2443538 0.02284829 3.337
28765801148444 52.833645 -27.6265408 23.6738042 agnSED/agn.spec.gz 1.92 28091602684 671 0 0.154466 0.1603712 1.1404
29077793632284 52.7623752 -27.2722889 23.1366519 agnSED/agn.spec.gz 2.35 28396282844 711 0 -0.0916053 0.1829081 1.4922
29488395182108 52.9512801 -27.5137484 23.5726232 agnSED/agn.spec.gz 3.44 28797260920 230 0 -0.3777128 0.2953038 1.2489
29651416145948 52.9884196 -27.3976831 23.4864922 agnSED/agn.spec.gz 2.26 28956461080 270 0 -0.04480235 0.3600624 4.5023
29909893857308 52.865227 -27.2589805 22.9538191 agnSED/agn.spec.gz 1.63 29208880720 180 0 -0.1895766 -0.05705702 2.697
29919785594908 52.8237707 -27.4262075 22.610167 agnSED/agn.spec.gz 0.86 29218540620 155 0 -0.3438527 0.4422595 0.5542
30781379153948 53.0433162 -27.3047791 22.9385255 agnSED/agn.spec.gz 2.69 30059940580 145 0 -0.01394513 -0.5254739 1.7304
32073279549468 52.9701843 -27.554731 23.1563369 agnSED/agn.spec.gz 1.44 31321562060 515 0 0.201569 -0.1457025 3.658
32540838379548 52.9327677 -27.2868119 24.3314307 agnSED/agn.spec.gz 1.97 31778162480 620 0 -0.1372838 0.04249445 3.3975
32659395588124 52.7834239 -27.2870193 23.3917414 agnSED/agn.spec.gz 2.04 31893941004 251 0 0.05592321 0.126929 1.5088
32904880582684 53.0130789 -27.2385208 21.7733302 agnSED/agn.spec.gz 1.36 32133672444 611 0 0.08512983 0.0807582 0.7775
32932589236252 52.9229932 -27.4562194 19.4975462 agnSED/agn.spec.gz 1.19 32160731676 419 0 0.06957048 -0.2121518 2.4682
32932598698012 52.9247643 -27.6833125 20.7327229 agnSED/agn.spec.gz 1.12 32160740916 229 0 0.1401367 0.1700574 1.9778
33246005190684 53.0984534 -27.5674339 23.6954319 agnSED/agn.spec.gz 2.0 32466801944 486 0 0.1251702 0.1600094 1.3467
35088722219036 53.0800759 -27.3145027 22.5196245 agnSED/agn.spec.gz 1.14 34266330292 73 0 0.1998796 0.08565554 1.7291
35658744147996 53.0264519 -27.5121343 22.9027641 agnSED/agn.spec.gz 1.99 34822992332 583 0 -0.1205597 0.06424251 1.9154
35727575994396 52.9920228 -27.5860462 21.305548 agnSED/agn.spec.gz 2.42 34890210932 233 0 0.04971383 0.371716 1.1608
35737142558748 53.1835938 -27.5285443 22.5561714 agnSED/agn.spec.gz 2.6 34899553280 820 0 -0.04097385 -0.0207671 3.0745
35990561460252 52.9681491 -27.3503859 22.3918933 agnSED/agn.spec.gz 1.71 35147032676 669 0 0.1314378 0.006231886 1.1313
36498360844316 53.3027436 -27.5226698 22.6006554 agnSED/agn.spec.gz 0.62 35642930512 128 0 0.3773131 0.7968826 1.8079
39013120065564 52.8798116 -27.6499754 22.9056379 agnSED/agn.spec.gz 2.77 38098750064 16 0 0.07986777 0.1232142 4.1947
39123407831068 53.2220028 -27.3567921 23.8110904 agnSED/agn.spec.gz 4.13 38206452960 740 0 -0.02351528 0.07637408 1.6214
40078737387548 52.9528432 -27.4845646 23.2092155 agnSED/agn.spec.gz 3.26 39139391980 495 0 0.05304113 -0.06821052 3.5772
40384594456604 53.0931551 -27.620609 22.5821693 agnSED/agn.spec.gz 1.75 39438080524 131 0 0.4660321 -0.1823381 2.1169
42598165856284 52.8577305 -27.2859084 21.1211794 agnSED/agn.spec.gz 0.9 41599771344 336 0 -0.2348703 -0.06883862 2.6927
42728920137756 53.0665733 -27.2871616 21.688695 agnSED/agn.spec.gz 1.06 41727461072 268 0 -0.1431489 0.1479902 2.1662
43943209652252 52.9270225 -27.5502711 21.0242065 agnSED/agn.spec.gz 1.18 42913290676 169 0 0.3320298 -0.0929453 2.3695
44005399924764 53.3230422 -27.5186575 22.8584171 agnSED/agn.spec.gz 2.98 42974023364 841 0 -0.07333358 0.1766694 0.7094
44132056678428 53.0679119 -27.4822557 23.918165 agnSED/agn.spec.gz 2.88 43097711600 400 0 -0.2966941 -0.02272165 1.9213
44593419374620 53.0868404 -27.3976962 22.733655 agnSED/agn.spec.gz 1.55 43548261108 277 0 -0.07443695 -0.1414822 2.7254
45146074071068 53.0012403 -27.3003255 23.9740051 agnSED/agn.spec.gz 4.13 44087962960 740 0 -0.02351528 0.07637408 1.6214
45850553671708 52.7622273 -27.4796801 20.3705556 agnSED/agn.spec.gz 1.25 44775931320 330 0 0.0550985 -0.127509 3.2777
47790284922908 53.003782 -27.6536293 20.4398163 agnSED/agn.spec.gz 1.11 46670200120 30 0 0.01993577 -0.2136398 2.7759
47807601397788 53.24575 -27.4597922 20.8013097 agnSED/agn.spec.gz 1.76 46687110740 185 0 0.2044578 -0.09216608 2.4528
49406668812316 52.7896307 -27.403878 21.7131276 agnSED/agn.spec.gz 1.89 48248700012 3 0 0.3275911 -0.2698931 1.882
49492941434908 52.8094822 -27.6646693 23.5036335 agnSED/agn.spec.gz 0.86 48332950620 155 0 -0.3438527 0.4422595 0.5542
50908621512732 53.0985004 -27.6242029 23.6314313 agnSED/agn.spec.gz 1.64 49715450696 174 0 0.02696912 0.02883395 1.3223
51454915465244 53.3363719 -27.5094984 19.9802268 agnSED/agn.spec.gz 1.69 50248940884 221 0 0.0005476153 -0.2018937 3.7161
51454966525980 52.8961664 -27.1652463 19.1285339 agnSED/agn.spec.gz 2.26 50248990748 187 0 0.137822 -0.2650092 3.4601
52009881600028 53.0788417 -27.4636998 22.2363481 agnSED/agn.spec.gz 1.19 50790900000 0 0 -0.4895263 0.23893 1.8811
52009902485532 53.2116105 -27.4581545 23.6366891 agnSED/agn.spec.gz 1.18 50790920396 99 0 0.04286176 0.07066121 4.7942
53936774864924 52.9170865 -27.6096121 22.3730906 agnSED/agn.spec.gz 3.26 52672631704 426 0 -0.03412024 0.4042352 0.55
54727703228444 52.8337643 -27.5324791 23.1312112 agnSED/agn.spec.gz 1.92 53445022684 671 0 0.154466 0.1603712 1.1404
58180097388572 52.7627609 -27.3869366 23.4603578 agnSED/agn.spec.gz 2.2 56816501356 339 0 -0.1906034 0.02413771 1.1251
58574173376540 53.1367052 -27.5592733 19.5858554 agnSED/agn.spec.gz 1.03 57201341188 297 0 -0.1371234 -0.03779409 2.5224
58767105159196 53.2414353 -27.4289329 22.4049415 agnSED/agn.spec.gz 1.04 57389751132 283 0 -0.2047165 0.4396372 1.2573
58770473316380 52.8953245 -27.4532626 20.9286956 agnSED/agn.spec.gz 0.82 57393040348 87 0 -0.1229926 -0.3353414 2.3834
60880743206940 52.8434911 -27.5262052 23.2606191 agnSED/agn.spec.gz 2.47 59453850788 197 0 -0.3878601 0.01241991 3.6645
61163551825948 52.7339755 -27.5230451 23.4792241 agnSED/agn.spec.gz 2.26 59730031080 270 0 -0.04480235 0.3600624 4.5023
63041474859036 52.9421864 -27.5903819 22.8874305 agnSED/agn.spec.gz 1.14 61563940292 73 0 0.1998796 0.08565554 1.7291
64003052765212 52.9605547 -27.4866156 22.9591237 agnSED/agn.spec.gz 1.15 62502981216 304 0 -0.2263928 0.1413947 0.5643
65451141750812 52.7732829 -27.4222186 21.7881 agnSED/agn.spec.gz 1.07 63917130616 154 0 -0.2145461 0.003565001 1.8586
65746883047452 52.8939367 -27.1671666 22.7864488 agnSED/agn.spec.gz 1.56 64205940476 119 0 -0.455074 0.1068422 1.8504
65842239094812 52.8610912 -27.6138449 23.3585262 agnSED/agn.spec.gz 2.03 64299061616 404 0 0.04206047 -0.01488677 6.0106
70827715072028 53.1669523 -27.6841988 21.0725719 agnSED/agn.spec.gz 2.2 69167690500 125 0 -0.230789 0.002757965 2.4087
74022032519196 53.2171049 -27.2612215 22.456302 agnSED/agn.spec.gz 1.04 72287141132 283 0 -0.2047165 0.4396372 1.2573
76910859014172 53.0006777 -27.5937706 21.7959255 agnSED/agn.spec.gz 1.35 75108260756 189 0 -0.4002323 -0.2815664 2.5618
80809095868444 52.7680946 -27.4306433 22.821733 agnSED/agn.spec.gz 1.92 78915132684 671 0 0.154466 0.1603712 1.1404
81032049954844 52.8485729 -27.3925292 21.802242 agnSED/agn.spec.gz 1.1 79132861284 321 0 -0.08650033 -0.0664846 4.6323
84516424925212 53.1804602 -27.6727455 22.6014109 agnSED/agn.spec.gz 1.15 82535571216 304 0 -0.2263928 0.1413947 0.5643
86215045607452 52.8240499 -27.3028846 23.7159182 agnSED/agn.spec.gz 1.56 84194380476 119 0 -0.455074 0.1068422 1.8504
86513675137052 52.7469724 -27.3665338 21.186519 agnSED/agn.spec.gz 2.71 84486010876 219 0 -0.4799481 -0.1944082 2.3796
86846495658012 53.2809651 -27.4738899 20.8331468 agnSED/agn.spec.gz 1.12 84811030916 229 0 0.1401367 0.1700574 1.9778
87042027900956 53.0994583 -27.6185682 21.8561956 agnSED/agn.spec.gz 1.27 85001980372 93 0 -0.3947517 0.1652625 1.446
93994936901660 53.0623962 -27.666396 21.9749049 agnSED/agn.spec.gz 2.08 91791930568 142 0 0.3881723 -0.2091385 4.0838
98547385360412 53.1896832 -27.6305711 23.3300876 agnSED/agn.spec.gz 2.3 96237681016 254 0 0.2001981 0.3776596 1.3742
100207012376604 52.7856041 -27.5256948 22.7594625 agnSED/agn.spec.gz 1.75 97858410524 131 0 0.4660321 -0.1823381 2.1169
100653661409308 53.1656185 -27.3479515 22.8608628 agnSED/agn.spec.gz 1.33 98294591220 305 0 -0.1480936 -0.22495 2.2118
103533753765916 52.7476411 -27.597882 23.3827175 agnSED/agn.spec.gz 1.14 101107181412 353 0 0.4271195 0.2240983 1.1569
103576012800028 52.9826789 -27.4376784 22.4785975 agnSED/agn.spec.gz 1.19 101148450000 0 0 -0.4895263 0.23893 1.8811
105381511102492 53.2362989 -27.2906306 18.7887918 agnSED/agn.spec.gz 1.33 102911631936 484 0 -0.1543744 0.05294775 1.8331
113571882065948 53.2953609 -27.5927551 23.9687414 agnSED/agn.spec.gz 2.26 110910041080 270 0 -0.04480235 0.3600624 4.5023
117943224807452 52.9928532 -27.1648455 23.3072902 agnSED/agn.spec.gz 1.56 115178930476 119 0 -0.455074 0.1068422 1.8504
118077942751260 53.3431386 -27.4022013 23.6088042 agnSED/agn.spec.gz 1.56 115310490968 242 0 -0.1656507 -0.09007142 3.6845
118166131359772 52.8012838 -27.6225081 23.6682418 agnSED/agn.spec.gz 5.41 115396612656 664 0 0.2569533 -0.0751954 2.3653
119585036349468 53.216702 -27.5589454 23.5599279 agnSED/agn.spec.gz 1.44 116782262060 515 0 0.201569 -0.1457025 3.658
120004701134876 53.0796902 -27.183509 22.9841068 agnSED/agn.spec.gz 1.37 117192090952 238 0 0.2282317 0.2932626 0.7798
121187370528796 53.3192001 -27.4752733 23.2589214 agnSED/agn.spec.gz 4.52 118347041532 383 0 0.1738155 -0.09975371 2.5356
124536136908828 53.0143319 -27.3829351 23.6931244 agnSED/agn.spec.gz 1.58 121617321200 300 0 0.07016532 0.2355166 1.2034
124710073589788 53.194787 -27.3572952 22.9224498 agnSED/agn.spec.gz 3.35 121787181240 310 0 -0.01506804 0.4128118 1.4827
125977406083100 53.0609413 -27.5895877 22.1025482 agnSED/agn.spec.gz 1.38 123024810628 157 0 0.02145819 -0.0006295405 4.4216
126159751606300 53.1948845 -27.6142412 22.2740357 agnSED/agn.spec.gz 1.46 123202882428 607 0 0.2104887 -0.3039685 2.1962
131172321755164 53.2628789 -27.2784687 23.4846477 agnSED/agn.spec.gz 1.31 128097970464 116 0 0.3380546 0.0781854 3.3019
131890463604764 52.9422243 -27.1813974 21.17365 agnSED/agn.spec.gz 1.49 128799280864 216 0 -0.1912047 -0.269578 2.6053
132935998562332 53.0330959 -27.1522864 22.6670538 agnSED/agn.spec.gz 1.57 129820311096 274 0 0.1452087 -0.56915 2.2748
133211127869468 53.1203976 -27.6698545 23.0527888 agnSED/agn.spec.gz 1.44 130088992060 515 0 0.201569 -0.1457025 3.658
138902847549468 52.7852827 -27.4268645 23.3970902 agnSED/agn.spec.gz 1.44 135647312060 515 0 0.201569 -0.1457025 3.658
141768028647452 53.1715731 -27.1833527 23.6475847 agnSED/agn.spec.gz 1.56 138445340476 119 0 -0.455074 0.1068422 1.8504
144466309607452 52.7963598 -27.2665006 23.154508 agnSED/agn.spec.gz 1.56 141080380476 119 0 -0.455074 0.1068422 1.8504
145443666014236 53.2277329 -27.4630247 21.398719 agnSED/agn.spec.gz 1.23 142034830092 23 0 0.6252091 -0.4861495 2.0811
149641298862108 52.8765057 -27.2716454 23.2640274 agnSED/agn.spec.gz 3.44 146134080920 230 0 -0.3777128 0.2953038 1.2489
150889544654876 52.9689487 -27.6410683 22.6809728 agnSED/agn.spec.gz 1.37 147353070952 238 0 0.2282317 0.2932626 0.7798
153965959839772 52.9364024 -27.6453783 23.7277742 agnSED/agn.spec.gz 5.41 150357382656 664 0 0.2569533 -0.0751954 2.3653
154985217032220 53.0681307 -27.2232235 21.2711619 agnSED/agn.spec.gz 0.89 151352751008 252 0 0.1076087 -0.5305629 1.8448
159991399436316 53.0384911 -27.521074 20.892392 agnSED/agn.spec.gz 2.28 156241601012 253 0 -0.01938394 -0.3025866 2.8968
160945040359452 53.072219 -27.3762286 21.3449969 agnSED/agn.spec.gz 1.74 157172890976 244 0 -0.308892 0.2360401 1.6104
161040025980956 52.8424002 -27.4623477 21.9540787 agnSED/agn.spec.gz 1.27 157265650372 93 0 -0.3947517 0.1652625 1.446
161051556495388 53.2047783 -27.4108506 23.0731963 agnSED/agn.spec.gz 1.81 157276910640 160 0 0.2111744 0.391864 1.2205
165109474336796 52.9603994 -27.6715232 21.0439544 agnSED/agn.spec.gz 1.86 161239721032 258 0 -0.01634012 0.2364341 2.6706
166744771297308 52.9540771 -27.5469622 23.4491021 agnSED/agn.spec.gz 1.63 162836690720 180 0 -0.1895766 -0.05705702 2.697
167196550471708 52.9668738 -27.1664439 20.6144561 agnSED/agn.spec.gz 1.25 163277881320 330 0 0.0550985 -0.127509 3.2777
169407695691804 53.2989966 -27.325062 23.2570911 agnSED/agn.spec.gz 2.71 165437202824 706 0 -0.06513589 -0.000368558 2.8435
171688625274908 53.1149294 -27.4875321 22.7229513 agnSED/agn.spec.gz 4.68 167664673120 780 0 -0.04204567 0.1140743 3.4815
174349292019740 52.8487044 -27.2930912 22.6249035 agnSED/agn.spec.gz 1.42 170262980488 122 0 0.07975704 -0.7288819 1.5844
176018904162332 53.0994411 -27.2696286 22.2879162 agnSED/agn.spec.gz 1.57 171893461096 274 0 0.1452087 -0.56915 2.2748
176504803450908 52.9877243 -27.1900495 20.7160856 agnSED/agn.spec.gz 2.34 172367972120 530 0 0.2213732 -0.1240525 2.3425
177389578547228 53.0463631 -27.6003484 22.0557034 agnSED/agn.spec.gz 2.4 173232010300 75 0 -0.1514578 -0.6904607 2.6574
177712499732508 52.9972114 -27.6128262 23.3961081 agnSED/agn.spec.gz 2.37 173547363020 755 0 -0.1959671 -0.1813984 1.9007
177821594337308 53.1370599 -27.6597166 22.9903672 agnSED/agn.spec.gz 1.63 173653900720 180 0 -0.1895766 -0.05705702 2.697
178117408071708 53.0515818 -27.5091962 20.6825643 agnSED/agn.spec.gz 1.25 173942781320 330 0 0.0550985 -0.127509 3.2777
178118290722844 53.0827408 -27.4320864 19.545329 agnSED/agn.spec.gz 2.73 173943643284 821 0 -0.1591942 0.2211703 1.7738
178187275890716 52.9781375 -27.275857 22.7621159 agnSED/agn.spec.gz 3.3 174011011612 403 0 0.1414227 -0.1957994 2.4566
178197309653020 52.765546 -27.2393009 23.4781067 agnSED/agn.spec.gz 2.01 174020810208 52 0 0.3216824 -0.1645769 3.1076
178226780418076 53.0995474 -27.6783625 22.0937584 agnSED/agn.spec.gz 4.13 174049590252 63 0 -0.2253113 0.07834218 2.3553
178233396305948 53.292025 -27.5619895 23.2609912 agnSED/agn.spec.gz 2.26 174056051080 270 0 -0.04480235 0.3600624 4.5023
178233426133020 52.7224054 -27.2956008 23.4327246 agnSED/agn.spec.gz 2.01 174056080208 52 0 0.3216824 -0.1645769 3.1076
178291763413020 52.9352637 -27.4290547 23.5020602 agnSED/agn.spec.gz 2.01 174113050208 52 0 0.3216824 -0.1645769 3.1076
178320868311068 52.7285738 -27.3343952 23.8188849 agnSED/agn.spec.gz 4.13 174141472960 740 0 -0.02351528 0.07637408 1.6214
178345718829084 53.0116475 -27.5605428 22.2583156 agnSED/agn.spec.gz 1.76 174165741044 261 0 -0.3296685 0.1853223 2.7235
178353685905436 53.0156458 -27.3640977 18.9425294 agnSED/agn.spec.gz 1.87 174173521392 348 0 0.2585587 0.1088733 2.601
178373039185948 53.3131392 -27.3920663 23.4920929 agnSED/agn.spec.gz 2.26 174192421080 270 0 -0.04480235 0.3600624 4.5023
178409524486172 53.0439173 -27.6210008 21.1319588 agnSED/agn.spec.gz 2.47 174228051256 314 0 -0.01195926 0.09386142 1.2261
178446623199260 52.7593869 -27.3684755 22.9356143 agnSED/agn.spec.gz 2.39 174264280468 117 0 -0.03978228 0.1750319 1.0315
178446665371676 53.1696124 -27.3927103 24.7713193 agnSED/agn.spec.gz 2.45 174264321652 413 0 0.04445673 0.2799842 1.6081
